date,country,disaster_type,severity_index,casualties,economic_loss_usd,response_time_hours,aid_amount_usd,response_efficiency_score,recovery_days,latitude,longitude
2022-12-04,Bangladesh,Flood,2.12,18,1198300.9,28.35,110330.11,67.22,23,-16.544,163.313
2019-08-23,Mexico,Wildfire,7.66,228,10400971.45,1.0,311497.43,100.0,70,6.495,-22.728
2019-03-25,Indonesia,Extreme Heat,7.49,116,6670378.18,14.13,251136.93,84.75,66,-22.978,-164.556
2024-02-16,Japan,Wildfire,6.9,351,1542536.0,1.0,446929.82,94.95,67,-2.06,153.481
2020-04-08,Australia,Earthquake,7.5,108,5390021.21,1.0,608191.16,97.64,69,-10.99,-5.595
2019-09-27,France,Landslide,4.13,4,414577.97,9.78,194645.91,94.42,45,9.468,-118.6
2024-09-13,Australia,Wildfire,4.79,127,4066505.51,4.53,320687.36,84.37,45,-33.385,-24.017
2019-09-18,Italy,Drought,2.8,86,3117243.56,7.34,171177.69,92.92,23,41.919,-152.636
2018-04-15,Turkey,Landslide,3.71,97,5361882.14,11.17,225243.35,84.48,45,-1.89,32.015
2023-01-01,Chile,Flood,9.17,52,15664044.85,11.95,582330.66,74.75,97,31.189,-95.855
2018-04-15,Brazil,Landslide,5.27,124,4504182.82,6.77,182343.77,93.18,50,46.342,71.747
2018-02-28,Turkey,Tornado,7.53,236,6789081.08,3.03,467707.53,100.0,66,31.267,-24.844
2018-02-02,Indonesia,Landslide,3.47,39,7859640.95,16.05,202311.47,83.34,32,4.793,-10.094
2022-12-25,Brazil,Drought,3.08,79,5106672.99,13.92,117018.19,70.99,28,25.715,67.19
2024-04-19,Italy,Storm Surge,3.49,47,3306151.5,11.61,185475.36,91.34,26,-2.944,74.007
2018-10-11,China,Extreme Heat,5.01,58,2063078.6,10.68,199340.78,91.14,49,36.049,53.499
2019-03-21,Nigeria,Hurricane,7.08,105,8697961.8,6.05,283743.01,96.65,71,13.791,53.008
2022-07-04,Chile,Storm Surge,2.3,40,3414290.68,24.57,169523.39,69.07,23,-32.83,-43.574
2020-07-21,Mexico,Flood,6.0,47,6304859.23,13.28,208709.96,86.37,45,-31.074,159.017
2019-12-22,Chile,Landslide,2.43,78,1417049.98,23.3,187641.18,74.33,20,-11.751,109.845
2024-01-13,United States,Hurricane,8.17,158,10250654.72,3.65,488180.16,100.0,76,-20.667,90.337
2024-03-22,Italy,Tornado,6.33,187,2937042.17,7.43,228346.71,82.39,62,-14.268,-153.376
2022-07-21,Japan,Flood,6.32,119,5407124.17,9.67,323466.25,92.93,62,19.394,-119.741
2018-07-16,Japan,Earthquake,3.28,81,3099800.88,19.65,210333.79,75.45,40,-22.62,90.369
2024-07-30,Brazil,Storm Surge,4.82,41,3388835.42,9.04,332269.72,80.24,40,18.533,43.183
2024-08-29,Nigeria,Hurricane,3.14,112,4684404.11,11.19,112962.19,93.35,32,-13.533,82.784
2020-02-19,Bangladesh,Hurricane,4.52,62,3439449.97,9.27,380752.05,99.39,49,-46.452,-44.928
2020-12-19,South Africa,Flood,4.86,212,8923842.66,10.26,113846.75,97.58,53,46.166,-155.366
2020-12-17,Turkey,Flood,2.66,78,6124028.6,22.26,108370.39,82.02,28,32.253,-117.499
2023-10-23,Nigeria,Storm Surge,3.13,115,2746580.01,9.77,157143.58,91.3,34,38.469,23.051
2019-03-10,Australia,Wildfire,4.9,74,5864516.08,8.43,6937.41,82.84,47,49.867,111.191
2021-08-05,Brazil,Flood,4.8,117,661131.82,8.0,224772.66,93.45,55,-44.828,-102.933
2021-04-17,China,Extreme Heat,5.46,35,8354355.37,15.23,162644.7,86.86,66,-49.181,157.018
2023-05-18,China,Volcanic Eruption,7.65,110,15136701.91,5.79,472427.46,100.0,78,58.968,-48.688
2020-01-13,Germany,Storm Surge,7.81,167,4116650.38,1.0,48090.57,98.9,80,53.81,-47.777
2019-11-05,Turkey,Tornado,2.77,52,3490263.33,13.27,136548.11,86.89,15,-21.92,108.086
2024-05-27,Philippines,Drought,1.53,50,1291252.13,30.72,73467.06,62.12,17,-21.192,-37.781
2019-12-29,Australia,Storm Surge,5.87,17,7234028.72,7.18,287973.08,95.17,60,11.322,151.612
2019-03-09,Spain,Landslide,5.74,93,6752369.11,9.12,377209.44,86.65,59,2.583,-14.606
2024-04-17,China,Extreme Heat,5.16,92,10156423.34,12.35,200131.1,86.66,48,20.726,98.177
2022-12-29,Chile,Flood,5.02,121,9403792.38,10.74,239212.53,89.0,53,-55.215,139.355
2021-07-12,Turkey,Tornado,3.71,40,3111254.15,14.7,352982.97,77.68,35,5.167,-126.377
2018-11-27,Australia,Hurricane,5.76,207,6324036.04,1.0,153115.43,99.48,54,-8.11,-17.638
2020-07-30,Japan,Extreme Heat,7.09,112,5069187.92,7.06,416044.62,93.06,68,26.729,5.456
2022-10-25,Chile,Tornado,2.23,7,1960852.69,15.86,125894.24,80.86,21,-49.444,-163.094
2020-01-22,Canada,Wildfire,6.44,132,7781920.55,8.97,246156.55,87.71,71,-11.204,52.549
2018-11-21,France,Storm Surge,6.34,98,5122185.72,14.02,343362.77,85.7,55,11.928,-165.707
2020-11-19,Canada,Landslide,3.56,105,4042259.25,17.82,197252.4,83.12,36,-43.71,133.17
2022-04-06,Germany,Drought,5.99,201,5503491.59,5.43,434389.04,96.71,51,18.942,26.969
2024-08-05,France,Drought,7.6,295,14469687.05,7.21,230308.56,87.13,79,-32.593,-101.052
2024-06-30,Italy,Flood,5.02,75,4503042.35,7.78,187238.79,92.14,49,23.285,-113.614
2021-11-17,Spain,Extreme Heat,6.38,270,1154517.77,1.0,327279.99,97.57,62,28.42,81.196
2022-03-08,Brazil,Drought,7.85,88,11983155.66,14.21,471745.23,83.06,81,15.595,78.53
2023-10-05,Indonesia,Extreme Heat,7.09,216,8796463.47,1.0,440017.39,100.0,75,-25.426,-23.212
2020-09-04,Philippines,Drought,5.43,113,5683470.63,10.52,353118.41,85.04,59,2.673,-12.165
2021-10-28,Indonesia,Landslide,3.77,37,2347610.37,11.38,197678.58,100.0,37,8.322,-111.743
2018-09-18,Canada,Landslide,6.61,205,2015862.22,11.64,592377.37,81.5,70,-45.287,64.983
2022-05-01,Brazil,Volcanic Eruption,4.49,90,6461482.64,9.12,182425.66,86.9,52,31.177,-128.752
2022-09-07,France,Extreme Heat,6.57,0,13195813.34,13.58,92935.59,90.07,55,-16.093,67.021
2023-04-08,Italy,Extreme Heat,4.98,87,6522301.27,16.72,262402.97,85.52,51,-53.132,133.635
2019-10-27,Greece,Volcanic Eruption,2.6,37,4977441.87,15.2,174825.26,79.02,21,48.814,47.32
2018-02-18,Japan,Flood,5.18,115,2700428.08,1.0,399599.06,94.84,52,59.363,-10.701
2021-12-08,South Africa,Tornado,4.25,56,3111865.35,14.63,257210.83,93.27,38,19.13,-158.683
2019-11-05,Canada,Earthquake,4.29,65,7851469.76,5.83,397127.52,92.48,43,43.087,147.819
2022-12-17,India,Extreme Heat,4.34,145,1222195.88,14.37,144150.43,79.42,45,-35.238,133.64
2021-09-01,France,Landslide,5.9,128,10972822.95,15.02,205156.7,90.64,55,46.106,42.517
2021-12-05,Spain,Earthquake,5.74,55,6110811.38,3.83,483353.25,90.03,60,33.029,43.505
2021-11-26,Chile,Earthquake,1.0,10,1635870.99,51.38,29933.36,49.38,9,20.676,-78.494
2020-04-08,France,Earthquake,2.74,59,207247.51,15.0,247127.4,81.5,25,-41.793,71.553
2023-04-29,Indonesia,Earthquake,6.51,148,310609.16,1.84,352693.67,90.74,72,59.093,68.792
2023-08-13,Japan,Extreme Heat,5.25,95,8032104.92,11.26,327286.39,79.83,54,36.356,-55.061
2020-08-12,Italy,Wildfire,5.46,88,2035349.34,12.4,107407.38,92.88,54,54.655,143.375
2024-09-22,Australia,Extreme Heat,4.81,71,2738557.03,5.61,87335.83,95.36,42,3.161,88.078
2023-08-17,Canada,Hurricane,5.14,40,5086030.3,10.14,214773.62,100.0,45,10.604,45.023
2024-11-10,Japan,Extreme Heat,4.52,40,4543116.55,5.18,247358.56,94.59,52,31.518,164.879
2021-10-26,Indonesia,Landslide,7.84,244,8528518.4,6.71,402643.23,87.49,82,-24.939,-3.886
2018-09-01,Italy,Landslide,8.04,192,1925516.9,4.42,262455.48,94.03,80,-50.179,-141.355
2020-12-30,Japan,Extreme Heat,7.49,16,2952893.79,1.0,208549.64,98.72,78,45.093,42.485
2018-12-13,Nigeria,Earthquake,4.85,54,6207637.92,17.97,204092.26,87.41,50,-9.289,107.472
2023-10-24,Mexico,Drought,6.5,234,7539338.5,6.5,286136.85,100.0,57,-0.313,-134.556
2018-08-12,South Africa,Earthquake,4.82,127,6546611.66,1.0,242206.61,96.05,54,59.894,-62.858
2024-12-20,United States,Earthquake,5.07,110,3290884.9,7.85,376839.92,100.0,54,30.648,-47.152
2018-06-12,Chile,Tornado,4.85,62,5301292.49,9.29,172329.8,87.25,59,-31.058,74.681
2024-06-22,Australia,Storm Surge,7.75,245,7787770.81,7.2,622209.88,91.83,71,26.934,76.806
2018-01-14,Germany,Tornado,3.06,75,6021486.02,26.61,223228.88,75.56,38,-46.13,-16.582
2022-01-08,Australia,Storm Surge,5.45,154,14016449.8,5.31,210427.96,89.42,57,-57.606,152.309
2024-11-07,Italy,Tornado,6.61,102,8328334.93,9.7,455851.48,87.6,66,58.947,-127.41
2021-07-21,Mexico,Earthquake,5.71,83,3726241.57,13.18,230767.19,88.97,48,34.37,80.249
2021-08-24,India,Hurricane,5.95,126,4262855.07,15.48,326296.23,81.9,57,-15.798,140.744
2018-01-29,Canada,Tornado,3.55,57,2789279.35,8.86,162304.79,90.66,31,-56.916,33.022
2022-12-31,Indonesia,Extreme Heat,7.92,110,8342434.94,14.03,375454.87,80.94,79,-17.875,41.979
2024-01-30,Greece,Landslide,6.37,48,4886543.3,7.32,335118.46,88.87,56,41.168,-36.505
2021-02-03,South Africa,Landslide,3.84,83,5785208.91,2.66,181690.79,100.0,52,-36.407,-26.013
2023-06-12,Indonesia,Extreme Heat,1.0,25,763355.94,44.87,65571.43,53.15,18,-22.349,-119.446
2020-03-01,Greece,Volcanic Eruption,5.07,128,4542930.58,19.49,111611.82,80.96,46,43.579,-114.399
2021-04-26,Brazil,Extreme Heat,2.52,34,2165563.99,16.88,136245.65,72.07,30,1.185,-17.482
2021-07-25,Italy,Drought,8.95,161,12344705.47,6.25,83225.91,89.18,82,39.786,-71.102
2019-05-02,Greece,Storm Surge,4.31,174,2406725.76,8.49,236925.8,89.33,46,-50.141,-41.178
2021-02-02,Bangladesh,Hurricane,6.93,182,1547672.68,4.43,301402.88,90.77,70,24.121,-2.435
2018-10-29,China,Wildfire,6.94,160,3533211.75,9.82,448505.65,92.47,73,9.604,-146.101
2022-01-09,Indonesia,Flood,5.28,203,4421480.56,1.83,153907.4,100.0,57,44.873,-169.638
2018-07-08,Nigeria,Volcanic Eruption,3.95,102,2847053.35,5.44,249028.58,98.31,41,53.706,-6.295
2018-06-11,Japan,Wildfire,3.17,32,3502196.55,13.06,167897.29,99.44,39,31.71,48.86
2024-10-23,Indonesia,Tornado,6.27,174,6791985.31,10.74,147311.48,91.03,61,-38.583,-156.184
2024-02-27,South Africa,Flood,5.58,137,2339502.1,2.27,237696.49,97.72,52,56.101,112.252
2022-08-25,Mexico,Extreme Heat,10.0,313,3844387.42,4.59,475199.75,97.97,95,-39.146,27.724
2024-11-21,Brazil,Extreme Heat,4.73,18,3596901.17,6.32,218624.38,100.0,51,26.78,35.466
2024-02-08,Mexico,Wildfire,3.96,69,2405878.27,15.65,104680.12,89.08,46,49.795,120.09
2023-09-30,Japan,Volcanic Eruption,3.89,65,4704186.77,6.03,168826.52,95.37,32,41.328,-29.072
2018-11-02,Spain,Hurricane,3.46,68,1163466.85,23.0,117591.35,80.94,34,21.544,-112.059
2024-08-11,Italy,Flood,4.1,115,6786372.76,18.24,330107.46,90.11,31,35.25,-149.792
2019-06-10,Japan,Wildfire,7.95,112,10886071.25,5.46,350611.55,98.3,80,42.498,29.796
2020-07-08,Brazil,Landslide,3.49,115,3598319.84,13.69,252502.7,85.09,30,-34.652,67.776
2020-05-14,Italy,Drought,2.42,71,1308707.81,31.35,189345.67,72.15,14,29.768,-68.504
2022-03-12,Brazil,Earthquake,4.08,73,1487289.04,14.15,163496.74,95.48,36,-15.697,66.924
2018-10-18,Spain,Flood,8.94,80,5072590.34,10.7,623904.47,87.96,88,13.358,-90.498
2018-08-09,Japan,Hurricane,3.68,55,5611469.97,19.22,274071.28,85.45,41,29.735,-48.67
2020-04-09,Philippines,Earthquake,6.43,18,2385553.56,3.53,227985.41,100.0,77,-29.708,78.34
2021-06-08,Greece,Tornado,4.76,21,219143.01,13.22,313381.93,90.28,49,32.225,70.729
2018-01-30,Indonesia,Extreme Heat,2.86,64,5101816.78,5.96,69620.31,91.65,33,-0.397,162.72
2021-01-24,Germany,Drought,3.0,108,3616358.09,11.9,153349.14,90.02,30,55.199,94.568
2021-07-27,France,Drought,6.83,170,1491092.92,9.62,276435.51,91.8,70,6.809,113.417
2019-08-13,Italy,Drought,3.19,40,3440233.33,13.4,212400.64,94.42,36,-11.914,-36.884
2019-11-06,United States,Volcanic Eruption,6.83,84,8898911.68,16.78,205433.11,76.71,70,30.906,-99.672
2019-03-18,Mexico,Tornado,10.0,49,5859305.68,1.0,465110.66,100.0,102,13.487,52.802
2023-10-10,Turkey,Extreme Heat,4.12,87,4167217.3,20.09,31819.01,78.39,37,-24.248,12.934
2021-10-08,Germany,Volcanic Eruption,5.52,139,5951857.72,7.1,417329.87,92.11,55,-33.597,-147.605
2018-01-19,Australia,Extreme Heat,5.03,158,2712038.18,9.08,43185.77,91.42,55,3.049,-152.774
2019-06-15,China,Landslide,7.55,195,10165184.18,9.07,572978.54,100.0,74,-31.946,47.721
2024-12-08,Indonesia,Wildfire,2.86,30,1240384.86,20.61,280543.33,83.05,25,41.139,167.719
2018-03-25,Nigeria,Hurricane,6.65,118,11387356.7,6.79,378613.74,85.23,65,-58.925,-155.512
2022-05-08,Spain,Earthquake,1.0,18,634607.9,57.16,68052.13,41.31,10,41.743,-18.478
2023-12-07,Spain,Drought,7.76,0,8675488.45,1.05,591980.15,96.53,78,-55.709,80.744
2020-12-18,Brazil,Volcanic Eruption,6.36,215,8238076.39,18.12,234812.19,82.81,63,-23.381,79.076
2023-03-27,Philippines,Earthquake,1.42,20,1531784.09,18.49,37216.78,81.69,10,-41.184,-88.013
2024-09-08,United States,Extreme Heat,4.95,198,3758285.48,8.42,155368.61,100.0,47,-24.598,-32.096
2023-10-04,China,Storm Surge,6.68,108,7148680.62,11.52,210604.86,88.82,66,-51.276,113.258
2023-10-27,Philippines,Extreme Heat,3.56,73,7210278.01,17.98,127442.43,85.85,39,-37.319,3.389
2021-02-02,Italy,Hurricane,3.08,61,2961015.64,13.58,229318.15,79.5,21,16.055,158.916
2018-09-12,Canada,Drought,7.51,89,12636257.85,4.03,285026.38,100.0,79,-30.547,-164.671
2024-10-07,Spain,Flood,4.41,136,3732533.44,15.42,224373.36,86.36,45,-34.147,-51.537
2023-03-23,Brazil,Wildfire,2.27,38,1602905.36,28.28,61739.22,73.5,17,-52.245,10.184
2023-10-12,Japan,Storm Surge,2.38,69,2671784.15,18.2,101836.5,82.16,28,31.317,97.241
2022-07-26,Italy,Tornado,2.17,57,3132470.83,28.61,98722.75,67.53,27,-21.927,-124.068
2019-06-25,Chile,Extreme Heat,7.55,58,13637206.63,2.1,558868.21,99.5,76,-8.824,-124.256
2018-08-26,Italy,Hurricane,3.09,82,4379377.14,14.38,82928.65,76.38,35,-23.22,-39.104
2021-11-25,Mexico,Wildfire,2.5,16,1424671.27,21.32,220816.7,77.22,20,28.041,-120.767
2024-08-24,Germany,Landslide,6.17,38,2961996.98,8.39,507923.0,96.01,73,49.644,-165.144
2021-03-15,Germany,Wildfire,3.83,87,540176.1,12.45,170710.24,93.23,37,26.71,56.658
2021-03-06,Brazil,Drought,5.9,80,9482051.53,10.67,377272.07,89.45,56,-24.674,41.056
2023-11-03,Nigeria,Drought,5.78,89,5047295.54,10.82,523640.03,90.23,57,-51.487,14.546
2019-11-02,United States,Flood,7.13,107,8518990.05,15.77,415413.76,90.31,70,59.319,8.428
2019-12-02,Chile,Storm Surge,4.15,88,3892653.02,11.33,149233.77,86.22,39,-48.244,-146.78
2023-07-20,Indonesia,Tornado,6.5,172,5370460.01,1.0,372176.88,96.27,63,-58.139,-129.82
2020-10-25,South Africa,Drought,2.95,73,5768502.77,12.03,40830.54,77.34,36,-45.558,-88.944
2019-06-26,Chile,Tornado,1.67,64,804409.89,29.38,112521.09,71.33,15,13.524,60.716
2019-01-23,Canada,Hurricane,3.44,88,4720903.92,15.08,164949.54,84.18,23,-3.081,-31.711
2023-05-03,India,Storm Surge,5.9,175,4285313.07,12.89,195783.51,92.1,51,-33.905,-132.085
2019-01-27,India,Flood,4.05,105,2855645.66,1.0,283116.1,97.27,39,49.167,107.278
2023-08-20,Australia,Storm Surge,6.4,141,7552579.91,3.57,574528.98,99.37,70,8.715,-167.596
2023-04-21,France,Landslide,3.82,65,2939799.73,8.96,132127.84,96.41,36,12.365,83.355
2023-08-28,Greece,Drought,6.07,52,3668253.97,14.93,380968.24,84.75,58,45.624,-81.77
2023-08-03,Spain,Earthquake,3.22,77,687793.7,20.97,251729.67,78.23,31,14.296,-129.769
2021-01-13,Australia,Earthquake,6.04,137,8121031.55,4.29,440038.08,100.0,64,-37.684,-136.27
2020-05-09,India,Landslide,2.98,21,3189398.48,19.9,124522.67,77.74,39,-33.866,55.031
2022-06-21,Brazil,Landslide,4.83,68,340335.59,15.7,390453.46,77.02,42,-30.228,131.272
2020-05-04,Mexico,Storm Surge,9.27,292,3423785.21,6.85,523075.73,87.82,98,-33.568,-8.627
2023-07-22,South Africa,Flood,7.4,49,9335144.89,3.15,327994.6,95.13,72,56.641,15.737
2024-07-07,Italy,Extreme Heat,7.44,216,11400251.02,8.57,329830.17,97.71,79,12.442,1.028
2024-01-31,Indonesia,Drought,1.55,47,1538146.68,31.47,52898.64,64.61,21,48.554,-65.218
2021-10-24,Italy,Extreme Heat,2.4,58,1521325.01,24.43,50768.05,70.69,22,-35.864,121.842
2023-07-31,Italy,Flood,6.58,74,7969987.51,12.77,349141.6,86.43,69,43.528,-42.767
2021-04-10,Brazil,Landslide,3.4,42,1225680.31,22.07,209604.48,71.2,30,48.536,160.229
2023-03-13,Greece,Storm Surge,5.38,105,6492661.16,6.04,384739.03,88.77,60,16.658,-73.605
2018-08-09,Australia,Earthquake,5.07,29,5252541.49,5.23,310169.1,100.0,41,-46.184,80.751
2020-03-28,Nigeria,Flood,6.23,121,3626469.45,12.84,337440.77,88.68,65,-30.063,-152.95
2019-11-11,Italy,Volcanic Eruption,5.82,258,9919433.71,1.0,436080.97,97.83,55,57.969,-122.609
2018-10-04,South Africa,Hurricane,2.62,90,978350.1,18.54,189801.81,82.77,22,-19.423,-12.97
2021-12-13,Canada,Flood,4.51,71,3063915.23,15.77,133461.47,85.37,49,-4.549,168.954
2021-09-02,Mexico,Drought,2.8,52,2376967.26,20.64,61970.26,87.26,31,17.037,158.74
2024-09-18,South Africa,Tornado,2.14,29,2807016.69,27.86,74636.46,68.99,24,-31.237,-164.4
2024-12-21,Brazil,Landslide,4.01,50,5444680.07,13.11,407806.43,81.03,32,21.818,84.898
2022-10-27,Turkey,Storm Surge,3.51,125,4190427.71,15.81,215564.54,80.12,36,-7.211,-114.638
2023-07-02,Mexico,Tornado,5.83,178,5864208.47,4.75,241185.8,98.88,50,44.062,-159.295
2019-12-04,Australia,Storm Surge,4.44,155,4113667.07,19.52,331561.47,83.22,44,-6.013,-136.294
2022-03-22,Japan,Wildfire,7.55,145,2721922.89,8.97,405558.11,94.05,79,14.016,125.976
2023-09-09,Australia,Wildfire,6.24,106,3256427.18,7.59,144328.33,84.28,57,14.151,-162.173
2018-05-14,South Africa,Storm Surge,4.33,158,6803289.48,9.78,256408.66,85.23,45,-27.382,-88.416
2020-04-30,Canada,Tornado,6.18,21,7753279.98,9.58,175838.29,98.83,64,-52.635,-77.205
2024-10-27,Spain,Volcanic Eruption,4.04,81,2664401.28,7.44,161305.76,100.0,33,-8.429,51.749
2019-01-20,Bangladesh,Volcanic Eruption,4.67,53,4195092.85,14.81,263761.5,86.5,45,45.859,-62.576
2022-07-29,South Africa,Earthquake,4.76,120,5579018.32,14.54,266397.18,83.34,53,-1.408,54.371
2019-12-15,United States,Flood,1.0,20,2066242.83,49.35,68177.0,42.35,17,56.035,16.925
2021-05-12,United States,Wildfire,8.7,220,9195513.93,1.56,448078.1,99.68,84,-36.473,158.509
2018-05-30,Greece,Flood,5.66,159,7323143.97,6.92,317933.11,90.43,63,-58.175,2.118
2020-06-05,China,Drought,4.44,116,1199823.36,8.44,112821.38,92.82,41,-34.358,-95.281
2021-03-18,France,Storm Surge,6.79,219,9155440.37,2.66,369034.61,92.5,62,-6.306,-109.292
2020-01-24,Brazil,Landslide,2.97,52,2298615.79,13.7,141562.3,94.63,36,19.791,-39.562
2022-10-08,Nigeria,Drought,7.19,106,3991798.94,12.57,194345.1,84.92,75,-4.542,42.294
2021-02-15,Bangladesh,Flood,4.3,129,2701390.54,8.96,73179.92,92.68,30,25.063,124.057
2022-03-02,Canada,Extreme Heat,2.64,70,3491993.58,16.63,98332.96,79.01,22,-6.092,99.804
2019-11-02,Australia,Drought,6.38,14,7652760.04,13.49,273133.6,90.35,65,2.201,159.732
2018-07-14,China,Drought,7.31,307,10987384.11,1.0,93561.75,98.98,65,46.85,95.027
2022-06-16,Mexico,Hurricane,5.64,104,9840378.89,11.9,186724.52,91.39,58,-4.157,-155.785
2019-11-09,Nigeria,Wildfire,4.97,72,6928369.73,9.08,327908.11,89.94,48,42.904,129.242
2024-01-16,Germany,Drought,8.27,247,10084014.84,12.28,358571.55,97.61,88,-5.491,-9.941
2023-10-12,Turkey,Storm Surge,1.61,24,1017761.84,29.06,117993.3,66.75,16,37.728,1.155
2022-08-14,Turkey,Drought,8.14,101,4267565.89,4.24,44438.2,90.54,76,9.943,138.362
2021-05-25,Indonesia,Volcanic Eruption,1.0,17,1039646.3,45.44,48924.79,46.99,20,-10.36,54.681
2023-08-21,Mexico,Storm Surge,4.43,123,6708739.91,8.74,208918.37,95.68,41,-26.722,-157.695
2023-06-16,France,Hurricane,8.56,121,15064501.95,10.74,524581.7,91.19,90,-38.345,-43.401
2020-09-07,Indonesia,Storm Surge,5.07,66,907841.08,6.83,333151.93,90.68,40,20.044,140.526
2020-10-02,Australia,Earthquake,4.3,117,1530698.19,12.53,172681.23,88.94,47,23.691,146.451
2020-03-28,Japan,Volcanic Eruption,7.66,282,10919841.69,9.4,155480.05,86.13,86,17.25,-13.265
2022-05-13,France,Earthquake,5.12,86,2453465.41,12.93,265247.62,82.26,48,-51.187,50.465
2021-01-11,Japan,Landslide,5.32,156,3587872.13,15.53,310289.22,83.97,49,11.601,-152.672
2023-11-17,China,Extreme Heat,6.96,209,9266679.9,8.52,244013.85,89.1,67,15.466,-2.394
2020-07-23,Indonesia,Extreme Heat,2.35,56,2259484.92,21.42,178737.09,69.7,22,47.953,125.485
2018-07-18,Japan,Tornado,4.32,129,1631947.95,11.02,201859.45,85.83,44,-25.095,36.393
2019-03-31,India,Landslide,4.8,51,2414576.43,3.58,245478.65,97.08,42,-41.512,-31.433
2020-03-22,China,Extreme Heat,6.94,54,4520343.24,9.07,506689.83,96.83,72,31.334,-103.983
2021-07-30,France,Volcanic Eruption,1.0,18,415855.5,49.27,7858.16,47.84,5,29.251,139.682
2024-01-19,Australia,Drought,5.49,111,99910.23,5.48,332463.55,89.49,62,-40.655,51.737
2019-12-04,Philippines,Tornado,8.65,117,9002988.87,15.16,512226.8,87.43,81,-33.208,99.056
2020-12-03,China,Earthquake,6.09,84,8518071.57,5.76,285859.65,90.58,52,51.633,23.8
2020-05-04,Italy,Drought,5.54,78,4917486.29,13.53,146507.41,86.96,66,-58.083,39.054
2024-06-25,Germany,Flood,3.0,19,5875382.84,17.85,186206.6,83.88,24,-26.612,144.59
2023-03-12,Bangladesh,Extreme Heat,3.95,77,584620.95,18.25,211122.23,84.11,35,22.609,166.804
2018-04-27,Spain,Drought,1.54,65,1645419.71,36.23,93065.36,66.84,21,-30.778,128.744
2021-01-02,Chile,Drought,2.23,15,297635.25,19.97,145139.38,76.44,23,-34.606,-25.872
2018-10-22,Germany,Extreme Heat,6.85,77,7783948.72,18.84,281294.39,79.36,63,13.194,-86.311
2022-05-16,United States,Storm Surge,5.75,189,4799336.69,1.93,405931.46,94.64,57,-8.098,132.433
2022-10-07,China,Flood,8.37,182,12709130.65,10.07,315044.73,78.6,91,-39.58,60.938
2023-01-05,Greece,Drought,3.69,111,4552912.09,16.11,120932.81,78.19,31,4.465,-82.435
2021-09-08,Australia,Volcanic Eruption,6.03,62,11028424.19,19.41,259050.73,77.71,69,7.186,-167.501
2022-10-24,Japan,Extreme Heat,2.57,63,6107677.78,20.47,136821.37,80.12,29,-52.326,-63.719
2022-08-29,Philippines,Wildfire,2.11,62,830603.85,17.46,69766.62,81.52,15,18.491,-58.927
2020-11-16,Turkey,Extreme Heat,4.64,100,7568028.28,6.35,297524.78,90.55,45,-12.587,-142.914
2021-08-06,Nigeria,Landslide,5.68,166,6509569.7,8.15,217105.03,86.62,66,-23.92,25.378
2018-12-03,United States,Drought,5.42,175,5956449.28,1.16,448450.18,93.48,56,-59.706,-45.822
2022-04-01,Chile,Extreme Heat,1.0,28,1098491.48,44.97,70132.28,54.7,8,50.647,140.187
2023-11-08,Philippines,Hurricane,6.08,79,3922024.47,8.73,253944.59,95.57,65,45.077,93.907
2022-05-02,Turkey,Wildfire,8.41,182,8698307.28,1.0,411741.39,88.1,86,-20.013,140.248
2024-10-30,Nigeria,Storm Surge,2.69,4,2276853.51,17.64,66261.34,86.2,13,48.595,-98.406
2024-11-14,Brazil,Wildfire,9.6,231,4050983.47,1.0,458586.53,97.13,93,17.644,119.199
2020-01-01,Brazil,Drought,6.09,201,2730816.32,3.98,262652.3,100.0,61,-30.638,86.673
2021-10-11,United States,Earthquake,5.57,130,4444577.88,18.09,374770.69,73.46,65,49.193,-25.628
2019-08-14,Canada,Drought,2.63,66,1961228.09,31.07,143985.11,65.7,30,38.084,145.963
2024-05-23,Mexico,Flood,3.22,53,6413449.15,11.76,269367.73,85.48,34,-26.959,-54.518
2024-12-20,Philippines,Tornado,5.17,91,10037991.89,2.48,235011.87,92.21,45,13.805,72.38
2021-04-07,India,Landslide,3.36,92,576001.48,16.43,124741.0,89.93,32,22.249,-66.647
2021-01-07,South Africa,Wildfire,4.81,103,4086017.3,4.23,264671.71,95.93,51,29.37,-95.296
2020-03-28,Brazil,Tornado,4.28,35,1955898.87,11.29,139983.77,88.67,49,-20.208,-165.201
2018-10-14,Italy,Flood,2.34,29,3449413.66,9.98,137940.89,97.16,27,48.138,-23.914
2021-09-23,Germany,Storm Surge,3.68,105,3605244.04,14.97,335196.28,90.89,24,30.178,-135.371
2024-10-04,Chile,Earthquake,5.62,79,2227763.84,5.3,365867.7,96.07,57,-26.901,37.991
2021-08-01,United States,Drought,10.0,186,10192682.34,1.0,606259.84,100.0,105,-34.522,161.461
2021-06-04,United States,Storm Surge,2.81,45,2121870.17,19.26,154172.2,80.28,27,-10.55,-72.923
2019-03-12,United States,Tornado,4.38,90,2514010.24,6.34,229693.91,92.72,45,-49.408,-61.721
2020-06-27,Germany,Hurricane,2.11,44,1476513.12,28.27,51918.69,72.11,23,11.092,58.858
2021-01-09,Germany,Volcanic Eruption,2.85,77,2636495.43,21.99,185496.83,70.21,26,32.831,-164.362
2018-04-16,Philippines,Extreme Heat,7.29,189,8151500.14,4.55,508277.46,89.66,74,42.16,-105.146
